id,Nama,Nomor Whatssap,Jenis kelamin,Pendidikan terakhir,Lama pengalaman (tahun),Jumlah lansia pernah dirawat,Umur,Keahlian,Mengurus rumah,Membantu pergerakan dan aktivitas fisik,Membantu konsumsi obat dan makanan,Mengecek kesehatan rutin secara mandiri,Mendampingi dan menjaga,Memasangkan alat medis khusus,Memeriksakan rutin ke dokter,Indonesia,Inggris,Jawa,Sunda,Melayu,Kota,Gaji
174,Chad Cordova,+62 830-1087-4292,1,5,14,4,37,1,0,1,0,1,1,0,0,1,1,1,0,1,KOTA SAWAHLUNTO,1100000
175,Chadd Chestnut,+62 814-9170-55579,1,5,5,0,28,0.43,1,0,0,0,0,0,0,0,0,0,0,1,KABUPATEN KULON PROGO,740000
176,Chaddy Haig,+62 833-737-330,1,3,0,0,25,0.57,1,0,1,0,0,0,1,0,0,0,0,1,KABUPATEN NIAS,1650000
177,Chaerul Fiona,+62 817-9031-7897,1,5,1,1,30,1,0,1,0,0,1,0,1,1,1,0,0,1,KABUPATEN SORONG SELATAN,1190000
178,Chaerul Mubarak,+62 860-043-325,1,3,13,10,33,0.14,1,0,0,1,1,1,1,1,1,0,0,0,KABUPATEN KEPULAUAN SANGIHE,1310000
179,Chaim Agget,+62 832-736-691,1,2,0,0,22,1,1,1,1,0,1,0,0,1,0,0,1,1,KABUPATEN LOMBOK TIMUR,1010000
180,Chandra Lonika,+62 820-5206-45377,1,5,1,0,26,1,1,0,0,0,0,0,0,1,1,0,0,0,KOTA CILEGON,1860000
181,Chane Abley,+62 821-3842-92410,1,5,2,1,22,0,0,1,1,1,0,0,1,0,0,0,1,1,KABUPATEN BULELENG,1890000
182,Cheston Sutcliffe,+62 871-0442-123,1,5,1,1,33,0.57,1,0,1,0,1,0,0,0,0,1,0,0,KABUPATEN NGANJUK,1970000
183,Chet Insole,+62 885-037-971,1,3,0,0,31,0.43,0,1,1,1,0,1,1,1,1,0,0,0,KOTA PARE PARE,1160000
184,Chevy Bails,+62 838-8363-109,1,5,0,0,21,0.86,0,1,1,1,1,1,1,0,0,0,1,0,KABUPATEN LUWU,1850000
185,Chick Mosby,+62 812-5818-13296,1,3,2,2,25,0.29,0,1,1,1,1,1,0,1,0,1,1,1,KABUPATEN HULU SUNGAI SELATAN,1360000
186,Chicky Plante,+62 882-9886-70747,1,5,2,0,23,0.14,0,0,1,0,0,0,1,1,0,1,0,1,KABUPATEN MAGELANG,1140000
187,Chika Prasanti,+62 838-9419-247,0,1,11,10,37,0.86,0,1,0,0,0,0,0,1,1,0,1,1,KABUPATEN NAGEKEO,1590000
188,Chitra Isham,+62 813-5394-8548,0,1,4,2,24,0.71,1,0,0,1,1,1,0,1,0,1,1,1,KOTA TUAL,870000
189,Chrisse Loughnan,+62 829-3995-176,1,3,9,8,37,0.29,1,0,1,1,0,0,0,1,1,0,0,0,KABUPATEN BOMBANA,1790000
190,Christian Fajar Gorat,+62 858-0988-9821,1,2,5,3,25,0.14,1,0,0,0,1,0,0,1,0,0,0,0,KABUPATEN BENER MERIAH,870000
191,Christiano Scrancher,+62 896-2268-0654,1,4,0,0,33,1,1,0,0,1,1,1,1,0,1,0,1,0,KABUPATEN LAMPUNG BARAT,1740000
192,Claudianus Danielian,+62 856-1810-45133,1,3,0,0,25,0,1,0,0,0,1,0,1,0,0,1,1,1,KABUPATEN ADM. KEP. SERIBU,1230000
193,Clay Whittock,+62 825-9551-901,1,2,15,12,35,0.57,0,0,0,0,0,1,1,0,0,0,1,1,KABUPATEN LANGKAT,1520000
194,Clayborne Tsarovic,+62 859-6811-1236,1,3,10,0,31,0.86,0,0,0,0,0,1,1,0,1,0,1,0,KABUPATEN HULU SUNGAI UTARA,750000
195,Clayton Jantel,+62 811-6846-105,1,5,3,2,27,1,1,1,0,1,1,0,1,0,0,0,1,1,KABUPATEN OGAN KOMERING ILIR,1460000
196,Cleve Petegre,+62 879-8528-325,1,2,12,9,35,0.43,0,1,0,0,0,0,0,1,1,0,1,1,KABUPATEN BUTON SELATAN,1830000
197,Clifford Somersett,+62 875-6585-5118,1,2,5,3,37,1,1,0,0,1,0,1,1,0,1,1,1,0,KOTA SAWAHLUNTO,1990000
198,Cody Esilmon,+62 851-848-249,1,3,3,1,31,0.14,0,0,1,0,1,0,0,0,1,1,0,0,KABUPATEN TOLIKARA,1960000
199,Cointon Heeran,+62 810-562-775,1,3,16,11,36,0.86,0,0,1,0,0,1,1,1,0,0,1,0,KABUPATEN KOTAWARINGIN TIMUR,1370000
200,Colin Januszkiewicz,+62 827-1437-80938,1,3,9,4,30,0.29,1,0,1,0,1,1,1,0,0,1,1,0,KABUPATEN TANAH LAUT,1950000
201,Collin Zeal,+62 812-645-772,1,3,2,0,23,0,0,0,1,1,0,0,1,1,0,0,1,0,KABUPATEN SEKADAU,1960000
202,Colver Gravie,+62 812-5131-16666,1,5,18,5,39,0.57,0,0,1,0,0,0,0,0,1,0,1,1,KABUPATEN KAPUAS,1320000
203,Conney Donaher,+62 813-3278-09589,1,3,7,5,35,0,0,0,1,1,0,1,0,1,0,0,1,0,KABUPATEN TAPANULI UTARA,1310000
204,Constantin Smeeth,+62 835-1721-59076,1,5,1,0,21,0.43,0,0,1,0,0,1,1,1,1,0,0,0,KABUPATEN BARITO UTARA,1960000
205,Conway Zanutti,+62 879-9643-9569,1,2,8,2,32,0.43,0,1,1,0,1,0,1,1,0,1,1,0,KABUPATEN LIMA PULUH KOTA,1500000
206,Cosimo Kelner,+62 895-6485-636,1,3,6,2,26,0.57,1,1,1,0,1,1,0,0,0,1,1,0,KABUPATEN BANGKALAN,1970000
207,Cosme Fair,+62 811-8250-13424,1,5,4,0,24,0.71,1,1,0,0,0,1,0,0,1,0,1,0,KABUPATEN RAJA AMPAT,980000
208,Crichton Adamczewski,+62 855-346-961,1,5,7,6,38,0,1,0,0,0,1,1,0,0,0,1,0,1,KABUPATEN SIMEULUE,1440000
209,Curr Bozworth,+62 825-121-888,1,5,5,5,31,1,1,1,0,1,0,1,0,1,0,0,0,1,KABUPATEN PEMALANG,1740000
210,Curtis Riglar,+62 824-1051-193,1,5,3,0,23,0,1,1,1,0,0,1,1,1,0,0,0,1,KABUPATEN EMPAT LAWANG,1290000
211,Cynthia Sukmamuliawanty,+62 863-6593-4963,0,1,3,2,25,0.43,1,0,0,0,1,0,0,0,1,1,1,1,KABUPATEN KARANGANYAR,1370000
212,Cyrill Caberas,+62 893-0956-3349,1,3,9,3,30,0.29,1,1,0,0,1,0,1,0,0,1,1,0,KABUPATEN PONOROGO,1050000
213,Cyrille Tineman,+62 866-1759-8190,1,4,0,0,23,0.57,1,0,1,1,0,0,0,0,1,1,0,0,KABUPATEN DEMAK,1660000
214,D'arcy Cohn,+62 882-233-157,1,3,6,2,30,0.29,1,1,1,0,0,0,1,0,0,1,0,0,KABUPATEN DEMAK,1220000
215,Dagny Millbank,+62 875-908-117,1,5,2,2,36,0.43,0,0,0,0,1,1,0,1,0,0,1,0,KABUPATEN KARANGASEM,1860000
216,Dallas Gant,+62 891-5261-975,1,5,3,2,24,0.57,0,1,0,0,1,0,0,1,1,1,1,1,KABUPATEN SIJUNJUNG,520000
217,Daniel Falkinder,+62 860-282-086,1,5,2,1,26,0.86,0,0,1,0,1,1,1,0,0,0,1,1,KABUPATEN MANOKWARI SELATAN,1750000
218,Dar Cardoso,+62 829-8808-1955,1,3,1,1,22,0.71,0,0,1,0,0,0,0,1,1,0,1,1,KABUPATEN BINTAN,1770000
219,Darin Kelloway,+62 869-131-395,1,5,1,0,21,0.57,1,1,1,1,1,0,1,1,0,0,0,0,KABUPATEN ACEH TAMIANG,1350000
220,Dav Marchment,+62 850-260-375,1,2,4,2,27,0.14,0,1,1,1,0,0,1,1,1,1,1,1,KOTA PARE PARE,560000
221,Davey Rimer,+62 811-481-978,1,3,4,0,33,0.43,1,1,0,0,0,0,0,1,1,0,0,1,KABUPATEN MAGETAN,1280000
222,De witt Biss,+62 833-4413-258,1,5,0,0,32,0.29,0,0,1,1,1,1,1,1,1,1,1,0,KABUPATEN SUKAMARA,1990000
223,Dea Hasni,+62 832-653-559,0,2,8,7,28,1,0,1,0,1,0,1,0,1,0,1,0,0,KABUPATEN SIAK,1790000
224,Dean Ventham,+62 815-0487-309,1,3,3,0,32,0.86,1,0,0,1,0,1,0,0,0,1,1,0,KABUPATEN PENAJAM PASER UTARA,1560000
225,Dede Defri,+62 834-4233-7046,1,5,3,2,31,0.57,1,1,0,0,0,0,1,1,1,1,1,0,KABUPATEN PASAMAN,1430000
226,Dee Chairunnisa,+62 857-501-076,1,5,11,9,39,0.29,1,1,1,0,1,0,1,0,0,1,1,0,KABUPATEN KARANGANYAR,590000
227,Dee Rheza Jeni,+62 857-899-398,1,3,5,4,26,0.71,1,1,1,0,1,1,0,0,0,1,1,1,KABUPATEN KOTABARU,890000
228,Defara Gita Jeni,+62 866-560-789,0,1,9,8,30,0.57,0,1,1,0,0,0,1,0,0,0,1,1,KABUPATEN SINTANG,1450000
229,Deka Abdullah Andrawida,+62 866-604-782,1,3,3,0,26,0,0,0,1,0,1,0,0,0,0,1,1,0,KABUPATEN PUNCAK,1970000
230,Delano Tuley,+62 855-7374-8559,1,5,11,0,37,0.71,0,0,0,1,1,1,0,0,0,1,0,1,KABUPATEN LOMBOK BARAT,1630000
231,Delia Irwansyah,+62 824-984-609,0,2,1,1,23,0.29,0,0,1,1,0,1,1,1,1,0,0,1,KABUPATEN PASAMAN BARAT,1820000
232,Delia Prasanti,+62 831-5538-93025,0,2,0,0,27,0.57,1,1,1,1,0,1,1,1,1,0,1,0,KABUPATEN MAMBERAMO RAYA,790000
233,Delmer Glenn,+62 817-044-354,1,5,3,2,24,0.86,0,1,1,1,1,1,0,0,0,1,1,1,KABUPATEN BANGKALAN,1990000
234,Denys Apperley,+62 825-8947-30602,1,5,6,3,27,0.57,1,0,0,0,0,1,1,1,0,0,1,1,KOTA BONTANG,630000
235,Derek Duddle,+62 869-5577-58691,1,2,10,9,30,0.14,0,1,1,0,1,0,1,0,1,1,0,0,KABUPATEN LINGGA,1600000
236,Derilandry Pratiwi,+62 868-3178-3109,1,3,2,0,33,0.86,0,0,0,1,1,1,0,0,1,0,0,0,KABUPATEN MALUKU BARAT DAYA,1290000
237,Deristya Adrian Octarina,+62 824-8678-74840,1,5,3,0,30,0.14,1,0,0,0,1,1,0,0,0,0,1,1,KABUPATEN NAGEKEO,690000
238,Desi Bertauli,+62 831-3248-921,0,1,1,1,22,0.14,0,1,0,1,1,1,0,0,1,0,0,1,KABUPATEN SAROLANGUN,930000
239,Desyandi Herlin,+62 812-8927-9516,0,2,8,7,29,0.71,1,1,0,1,0,1,0,1,0,0,0,0,KABUPATEN SUMBAWA BARAT,880000
240,Devicka Fathir,+62 828-7462-1887,0,1,1,1,36,0.57,1,0,1,1,1,1,1,0,1,1,1,1,KABUPATEN KARAWANG,1020000
241,Devito Risyad,+62 816-4687-87900,1,3,4,3,26,0,0,1,0,0,0,1,0,1,0,1,1,0,KOTA BOGOR,760000
242,Devland Mattke,+62 896-654-839,1,5,11,5,33,0.71,1,0,1,1,1,0,1,1,0,0,0,1,KABUPATEN JENEPONTO,1640000
243,Devy Surmeir,+62 838-3284-10827,1,5,6,4,27,0.43,1,1,1,1,1,0,0,0,0,1,0,1,KABUPATEN PONOROGO,850000
244,Devy Sutanti,+62 835-5676-828,0,1,4,0,35,0.29,0,0,0,0,0,1,1,1,1,1,0,1,KABUPATEN MAMBERAMO TENGAH,1950000
245,Dewain Lowings,+62 813-072-990,1,5,1,0,21,0.86,1,0,0,1,1,0,1,1,0,1,1,0,KABUPATEN PONOROGO,1830000
246,Dewey Ponnsett,+62 857-251-543,1,3,1,1,38,0.14,1,1,0,1,0,1,1,0,1,1,1,1,KABUPATEN ENDE,1800000
247,Deyuri Hadyan,+62 853-0592-70997,0,1,9,9,33,0,0,1,1,0,0,1,1,1,0,0,1,0,KOTA KENDARI,1090000
248,Dhanu Yati,+62 852-0435-4052,1,3,9,4,39,1,0,1,0,0,1,0,0,0,1,1,1,0,KOTA SALATIGA,1940000
249,Dian Fhadriani,+62 887-104-572,0,1,1,0,26,0.71,0,0,0,1,1,0,0,0,0,0,0,1,KABUPATEN JAYAPURA,1800000
250,Dikposa Adhitama,+62 829-5258-4193,1,4,2,1,38,1,0,1,1,0,1,0,0,1,0,1,1,1,KABUPATEN PANIAI,980000
251,Dikposa Carolina,+62 877-813-209,1,2,1,1,22,0.14,1,1,1,1,1,0,1,0,1,0,1,1,KABUPATEN GROBOGAN,1330000
252,Dikposa Pratiko,+62 860-4996-011,1,3,1,0,25,0,0,1,0,1,1,0,1,0,0,1,0,0,KABUPATEN KEP. SIAU TAGULANDANG BIARO,760000
253,Dillon Zorzetti,+62 899-2879-8922,1,5,0,0,21,0.29,0,0,1,0,1,1,0,0,0,0,1,0,KABUPATEN MANOKWARI SELATAN,510000
254,Dimas Naufal,+62 815-2143-60070,1,3,14,13,39,0,0,0,1,1,0,1,0,0,0,1,1,1,KABUPATEN PROBOLINGGO,700000
255,Dini Susanti,+62 811-840-515,0,1,6,5,39,0.14,0,1,1,1,0,0,1,0,1,1,1,0,KABUPATEN KONAWE SELATAN,1200000
256,Dinni Fundrika,+62 813-4063-27487,0,1,0,0,21,0,0,1,0,1,1,1,1,0,1,1,1,0,KOTA PALU,1660000
257,Dolph Shortt,+62 887-9185-6637,1,5,5,3,33,0.14,1,0,1,0,1,1,0,0,1,1,1,0,KABUPATEN BELU,1340000
258,Doni Hamada,+62 855-8757-2253,1,5,1,1,22,1,0,1,0,0,0,0,0,1,0,0,0,0,KABUPATEN BURU SELATAN,1990000
259,Dorian Lagden,+62 875-2980-824,1,5,4,1,31,0.29,1,1,0,0,1,1,0,0,1,1,1,1,KABUPATEN MALANG,1260000
260,Dory Menendez,+62 868-1374-123,1,5,17,3,38,0.29,0,0,0,0,0,1,0,1,0,1,0,0,KOTA AMBON,1440000
261,Douglas McOwen,+62 866-3510-3559,1,4,4,1,27,0.29,1,0,1,0,1,0,1,1,0,1,1,1,KABUPATEN JEPARA,1830000
262,Dwi Arisa,+62 831-8871-858,0,2,1,1,23,0.43,1,1,0,0,0,0,0,1,0,0,0,1,KABUPATEN PENAJAM PASER UTARA,1350000
263,Dwi Sugiyanto,+62 888-8719-71943,0,1,0,0,28,0.57,1,0,1,1,1,1,1,0,1,0,1,1,KABUPATEN BANGKA TENGAH,790000
264,Dwi Umaeroh,+62 885-9541-178,0,2,1,0,21,0.86,0,1,1,0,1,0,1,0,1,1,1,0,KABUPATEN ACEH JAYA,1700000
265,Dwiki Santi,+62 894-9527-27194,1,3,5,1,32,0,0,1,1,0,1,1,1,0,1,1,0,0,KABUPATEN OGAN KOMERING ULU TIMUR,1250000
266,Dwira Sharifa,+62 858-076-836,0,2,2,2,22,0.86,0,1,0,0,1,1,0,1,1,1,0,1,KOTA TANGERANG,1180000
267,Ebenezer Rosenzwig,+62 821-9505-285,1,2,2,0,28,1,0,1,0,1,0,1,1,0,0,0,1,0,KABUPATEN MADIUN,570000
268,Eberto Cape,+62 851-7518-4221,1,5,1,0,25,0,0,1,0,0,1,1,1,0,0,0,0,1,KABUPATEN TAKALAR,1600000
269,Edan Walkley,+62 851-3950-3300,1,5,0,0,26,0.71,1,0,1,1,1,1,0,0,1,1,0,0,KABUPATEN SINTANG,760000
270,Edgar Baskerfield,+62 898-7028-692,1,5,1,0,29,0.14,0,0,0,0,0,1,0,0,0,1,0,0,KOTA PARE PARE,660000
271,Edlin Goncalo,+62 823-242-329,1,5,1,0,22,0.57,1,1,1,1,1,0,0,0,1,1,1,1,KOTA CIMAHI,1880000
272,Edwin Atsila,+62 828-5901-5121,1,5,0,0,22,0.86,1,0,1,1,1,0,0,1,0,0,0,0,KABUPATEN BARITO KUALA,720000
273,Edwin Dewanti,+62 837-2942-810,1,5,2,2,25,0.14,0,1,1,1,1,1,0,0,1,1,0,1,KABUPATEN MANOKWARI SELATAN,1760000
274,Edwin Foakes,+62 888-1154-019,1,2,5,2,39,0,0,1,1,0,1,0,0,1,1,0,1,1,KABUPATEN SIAK,1050000
275,Edy Aprian Larasati,+62 852-9267-920,1,5,10,4,32,0.43,0,1,1,0,1,0,0,0,0,1,1,0,KOTA KUPANG,1100000
276,Edy Fhadriani,+62 813-6334-8687,1,5,3,2,24,0.29,1,1,0,0,1,0,1,1,0,0,1,0,KABUPATEN KUTAI TIMUR,1170000
277,Eka Aditya Irwansyah,+62 854-8681-365,1,5,16,10,37,1,0,1,1,1,0,0,1,1,1,1,1,0,KABUPATEN KUNINGAN,1850000
278,Eldredge Di Pietro,+62 813-6255-382,1,3,2,2,39,0.57,1,0,0,0,1,1,1,1,1,1,1,1,KOTA PADANGSIDIMPUAN,880000
279,Elisha Masarrat,+62 837-6995-19200,1,3,4,1,29,0,0,0,0,1,1,0,1,0,0,1,0,0,KABUPATEN LABUHANBATU UTARA,880000
280,Ellerey Spering,+62 818-8199-3782,1,3,9,8,38,0.29,0,1,1,1,1,0,0,0,1,1,0,1,KOTA MALANG,920000
281,Ellery Phoenix,+62 891-359-367,1,3,7,7,35,0.71,0,1,0,0,0,1,0,1,1,1,0,1,KABUPATEN GARUT,630000
282,Ellis Saer,+62 810-7842-43455,1,5,10,4,39,0,0,1,0,0,0,0,1,1,0,0,1,0,KABUPATEN SIKKA,920000
283,Ellswerth Doggrell,+62 834-8963-5023,1,5,2,0,23,0.29,1,1,1,1,1,1,0,1,0,1,0,1,KABUPATEN MALANG,930000
284,Elmore Eivers,+62 824-3401-08893,1,5,11,4,31,0.14,0,0,1,1,0,1,0,0,1,1,1,1,KABUPATEN LOMBOK TENGAH,1140000
285,Elroy Bishopp,+62 853-6826-600,1,5,1,0,21,0.57,0,1,0,1,1,1,1,0,1,0,1,0,KABUPATEN MUKO MUKO,1170000
286,Elvina Hidayatul,+62 898-3148-84272,0,1,0,0,23,0.14,0,1,0,0,0,0,1,0,1,1,0,1,KABUPATEN TAKALAR,1650000
287,Emmet MacCague,+62 870-5080-398,1,5,2,2,26,1,0,0,0,1,0,0,0,0,0,0,1,1,KOTA MOJOKERTO,1100000
288,Emmott Brinkler,+62 827-3315-331,1,5,5,3,25,0.14,1,1,1,1,1,1,0,0,1,0,0,0,KABUPATEN KAYONG UTARA,1390000
289,Emmott Kamenar,+62 869-6118-48040,1,5,6,6,31,0.14,1,1,1,1,1,0,0,0,1,1,0,0,KABUPATEN MANGGARAI,650000
290,Erik Nacey,+62 883-8103-50234,1,2,11,9,38,0,1,1,1,0,1,1,1,1,1,0,1,1,KABUPATEN TANAH DATAR,1460000
291,Erik Tampin,+62 886-3374-506,1,4,1,1,22,0.14,1,0,1,1,1,0,0,0,1,1,0,0,KABUPATEN MAYBRAT,1770000
292,Erma Jordy,+62 827-958-545,0,1,12,9,35,1,1,0,1,0,0,0,0,1,1,1,1,0,KABUPATEN KARIMUN,650000
293,Ernesto Skitt,+62 898-6944-152,1,2,1,1,22,0,0,1,1,0,0,0,1,0,1,0,1,1,KABUPATEN ACEH BARAT DAYA,930000
294,Erwin Cockshtt,+62 857-0432-867,1,5,12,12,34,0.86,1,0,0,1,0,0,1,1,0,1,1,0,KABUPATEN TAPANULI UTARA,1670000
295,Erwin Mennithorp,+62 821-4590-740,1,5,9,0,30,0.57,1,1,1,1,0,0,0,0,0,1,1,0,KABUPATEN GOWA,1210000
296,Esme Stoneley,+62 832-928-298,1,5,4,3,29,0.29,1,1,0,1,1,0,0,1,0,1,1,0,KABUPATEN PULAU TALIABU,620000
297,Esra Frammingham,+62 829-6256-5091,1,5,9,1,31,0.43,1,1,0,1,1,0,0,0,1,0,0,1,KABUPATEN JEMBER,1550000
298,Estevan Franc,+62 873-6011-77575,1,5,1,0,30,0.43,0,1,0,0,0,1,0,1,0,0,0,1,KABUPATEN PULAU MOROTAI,550000
299,Ettore Bowes,+62 820-513-051,1,5,0,0,28,1,0,1,1,1,1,0,1,0,0,1,1,1,KABUPATEN KEPULAUAN YAPEN,1660000
300,Eva Ervya,+62 866-4532-54139,0,1,3,3,32,0,1,0,1,1,0,1,0,0,1,1,1,0,KABUPATEN SELUMA,790000
301,Evelin Faradillah,+62 871-7368-375,0,2,0,0,26,0.43,1,0,1,0,1,1,0,0,1,1,0,0,KABUPATEN MALAKA,630000
302,Evelin Mukaffi,+62 882-0425-0528,0,2,10,2,30,0.86,0,0,1,0,0,1,0,1,0,1,1,1,KABUPATEN TEBO,1660000
303,Evi Rismiarti,+62 875-728-070,0,2,14,12,38,0,0,0,1,1,1,1,1,0,1,0,0,1,KABUPATEN SLEMAN,1880000
304,Ewan Verny,+62 854-7294-39442,1,5,5,1,26,0.29,0,1,1,1,0,0,0,0,1,0,0,1,KABUPATEN KOTAWARINGIN TIMUR,1770000
305,Eylien Triashafira,+62 879-3335-277,0,1,1,0,38,0,1,0,1,0,0,1,0,0,1,0,1,0,KABUPATEN KARIMUN,1720000
306,Ezechiel McGarrahan,+62 812-5709-9328,1,3,7,1,39,0.29,1,0,0,0,0,1,1,1,1,0,1,1,KABUPATEN LOMBOK TENGAH,1720000
307,Ezequiel Gurner,+62 858-4972-5121,1,5,3,3,28,1,0,0,0,1,1,0,1,0,0,0,1,0,KABUPATEN TANJUNG JABUNG BARAT,1020000
308,Ezra Myhill,+62 893-278-376,1,3,0,0,23,0.57,0,1,0,1,0,0,0,0,1,1,0,1,KABUPATEN EMPAT LAWANG,550000
309,Fabio Farryn,+62 835-2599-9087,1,5,4,1,28,1,1,0,0,1,1,1,1,0,1,0,0,0,KOTA BANDA ACEH,700000
310,Fadhlir Sabri,+62 828-5432-91759,1,3,5,3,30,0.86,0,1,1,1,0,1,0,0,0,1,0,0,KABUPATEN KEPULAUAN SANGIHE,1600000
311,Fahdnul Cansan,+62 814-6730-3541,1,3,5,0,27,0.43,0,1,1,1,1,0,0,1,0,1,0,0,KABUPATEN KLATEN,1710000
312,Fahdnul Handoko,+62 861-5331-285,1,5,6,0,26,0.86,1,0,0,1,0,0,1,0,0,0,1,1,KABUPATEN KONAWE UTARA,1170000
313,Fahmi Labas,+62 855-4398-418,1,5,0,0,34,0.86,1,1,0,1,0,1,0,0,1,1,0,1,KABUPATEN SAROLANGUN,850000
314,Fajri Wildani,+62 883-1147-2246,1,3,6,5,34,1,0,0,1,1,1,1,1,0,0,0,1,0,KABUPATEN NATUNA,1090000
315,Fakhrul Adisanyoto,+62 890-5025-718,1,3,6,2,31,0.71,0,0,0,1,1,1,0,0,0,1,0,1,KABUPATEN KEPULAUAN MERANTI,1410000
316,Fakhrul Aggil Qurniawan,+62 818-056-251,1,3,2,1,22,0.86,0,1,1,1,0,0,1,1,1,1,1,1,KABUPATEN MINAHASA,1760000
317,Falito Kubu,+62 854-305-746,1,5,0,0,22,0.14,1,0,0,0,1,1,0,1,1,0,1,0,KOTA BANJAR,510000
318,Falito Mace,+62 858-132-130,1,5,14,9,35,0.71,1,1,0,1,1,1,1,1,0,1,0,0,KABUPATEN MINAHASA UTARA,780000
319,Fandy Cakra Nurfitria,+62 871-2607-51280,1,3,16,11,39,0,0,1,1,1,0,1,1,0,1,0,1,0,KOTA PAGAR ALAM,1830000
320,Fariz Cahya,+62 838-1510-63023,1,5,10,2,35,0.86,1,1,1,0,0,0,0,1,1,1,0,0,KOTA PEKANBARU,1310000
321,Fariz Prasojo,+62 876-9666-9592,1,5,11,4,35,0.57,0,1,1,0,1,1,1,0,1,0,0,1,KABUPATEN PAHUWATO,840000
322,Farizi Aggil Sasna,+62 818-9374-2706,1,2,1,1,29,0,1,0,1,1,1,1,1,0,0,0,0,0,KABUPATEN NABIRE,730000
323,Farizi Agustina,+62 833-930-965,1,5,2,0,34,1,1,1,1,0,0,0,0,0,1,1,1,0,KABUPATEN OGAN KOMERING ULU SELATAN,1380000
324,Farizi Anisa,+62 816-8471-67729,1,5,3,1,27,0.43,1,0,1,0,1,1,0,1,0,1,0,1,KABUPATEN INDRAGIRI HULU,1950000
325,Farlay Silbermann,+62 895-564-849,1,5,3,2,23,0.57,0,1,0,0,0,0,1,0,1,0,1,0,KABUPATEN PINRANG,1200000
326,Farqy Khasanah,+62 859-8402-9085,1,5,15,12,36,0,0,0,1,1,0,1,0,1,0,0,1,0,KABUPATEN NIAS SELATAN,940000
327,Farqy Nurkhayati,+62 830-6982-8327,1,5,7,6,38,0,0,0,1,1,1,0,1,1,0,0,0,0,KABUPATEN LAMPUNG SELATAN,590000
328,Farr Portam,+62 859-7310-7258,1,5,1,1,39,0.14,0,0,1,0,0,0,0,1,0,1,0,0,KABUPATEN NGAWI,1760000
329,Farrell Johnsson,+62 837-164-731,1,3,0,0,29,0.71,0,1,1,1,1,1,0,1,0,0,1,1,KABUPATEN BLITAR,1880000
330,Fauzi Abelardo,+62 816-6058-7033,1,5,3,1,23,0.43,1,0,1,0,0,0,1,0,0,0,1,0,KOTA TANJUNG BALAI,690000
331,Febby Niroha,+62 861-4998-09310,0,1,8,6,30,0.14,1,0,1,1,1,1,1,0,0,0,0,1,KABUPATEN MADIUN,1480000
332,Feby Sidharta,+62 879-093-536,0,1,12,0,36,0,1,1,0,0,0,0,1,0,1,1,0,1,KABUPATEN CIANJUR,520000
333,Feradhia Ardhi,+62 852-3109-787,0,1,5,0,37,1,0,1,0,0,1,0,1,0,0,0,1,0,KABUPATEN BONE BOLANGO,1490000
334,Ferani Larashaty,+62 824-1186-36483,0,2,7,0,28,0.71,0,0,1,0,1,1,0,1,1,0,1,0,KABUPATEN KARANGANYAR,1310000
335,Ferdiansyah Anantarqi,+62 850-322-077,1,3,12,9,34,0.43,1,0,1,0,1,0,1,1,1,0,1,1,KABUPATEN LOMBOK TENGAH,800000
336,Fergus Hussell,+62 880-1401-38935,1,5,8,6,32,0.14,1,0,0,1,1,0,1,0,1,1,1,1,KABUPATEN BENER MERIAH,1910000
337,Ferhat Juwita,+62 818-868-451,1,5,2,0,31,0.86,0,0,0,0,1,1,1,1,1,0,1,1,KABUPATEN MADIUN,1600000
338,Ferhat Zakia,+62 884-9669-3288,1,5,3,3,27,0.43,0,1,1,1,0,1,0,0,1,1,0,1,KABUPATEN TELUK WONDAMA,1040000
339,Fiani Sumlang,+62 887-7253-3285,0,1,2,1,35,0.57,1,1,1,0,1,1,1,0,0,1,0,1,KABUPATEN YALIMO,1070000
340,Ficky Fajriah,+62 816-4580-68408,1,5,4,4,25,0.14,1,0,0,1,1,0,1,1,1,1,1,0,KABUPATEN BALANGAN,1880000
341,Ficky Mirza Maulidah,+62 874-1501-686,1,3,3,1,25,1,0,0,1,1,1,0,1,0,0,0,1,1,KABUPATEN GORONTALO,1200000
342,Ficky Tarigan,+62 834-3438-128,1,5,4,1,35,1,1,0,0,1,0,1,1,0,1,1,1,1,KABUPATEN SEKADAU,720000
343,Fika Ahugrah,+62 850-2598-17445,0,1,4,4,35,0.29,0,0,0,1,0,1,1,1,1,0,0,0,KABUPATEN NABIRE,540000
344,Fikri Gayatri,+62 823-587-171,1,3,6,5,26,0,1,1,1,0,0,1,1,1,1,1,0,1,KABUPATEN BANGKA SELATAN,1990000
345,Fikri Ningsih,+62 868-554-986,1,4,1,1,23,1,1,0,0,0,0,1,1,0,0,1,1,1,KOTA AMBON,1520000
346,Fildzah Hasan,+62 831-2760-1736,0,2,1,1,24,0.29,1,0,1,0,0,0,1,1,0,1,0,1,KABUPATEN BURU,730000
347,Filippo Reisk,+62 898-7532-59215,1,3,14,11,34,0,1,0,0,0,1,0,1,0,1,1,1,1,KABUPATEN KEPULAUAN SULA,1540000
348,Finaldi K,+62 857-9324-4853,1,2,0,0,24,0.57,0,1,1,0,0,1,1,1,0,1,1,0,KABUPATEN INDRAGIRI HILIR,1090000
